Book Link,Title,Author,Genre,Language,Average Rating,Number of Ratings,Publication Date,Number of Pages,Currently Reading,Want to Read,Age at Publication
https://www.goodreads.com/book/show/20506198,"Корпорация ""Бросайте курить""",Stephen King,Fiction,Russian,4.24,156,1978-01-01,304.0,0.0,57.0,30.28062970568104
https://www.goodreads.com/book/show/7204621-the-secretary-of-dreams-volume-two,"The Secretary of Dreams, Volume Two",Stephen King,Horror,,4.35,151,2010-09-01,260.0,0.0,848.0,62.945927446954144
https://www.goodreads.com/book/show/56505414,롱 워크,Stephen King,Thriller,,3.69,167,2015-11-10,440.0,12.0,288.0,68.13689253935661
https://www.goodreads.com/book/show/57679366-the-stand---a-dan-a-da-morte---livro-i,The Stand - A Dança da Morte - Livro I,Stephen King,,,4.29,146,2021-01-01,704.0,24.0,118.0,73.28131416837782
https://www.goodreads.com/book/show/55721423-on-slide-inn-road,On Slide Inn Road,Stephen King,Short Stories,,3.77,166,2020-10-01,299.0,4.0,193.0,73.02943189596166
https://www.goodreads.com/book/show/57793435-guns-contro-le-armi,Guns. Contro le armi,Stephen King,Nonfiction,Italian,4.09,152,2021-05-04,112.0,0.0,50.0,73.61806981519507
https://www.goodreads.com/book/show/13507867-r-yalar-ve-karabasanlar,Rüyalar ve Karabasanlar,Stephen King,Horror,,3.66,169,2005-01-01,264.0,5.0,65.0,57.281314168377826
https://www.goodreads.com/book/show/198970606,Переслідуваний. Схудлий,Stephen King,,,4.4,136,2023-10-01,544.0,13.0,119.0,76.02737850787132
https://www.goodreads.com/book/show/27778014-grave-predictions,"Grave Predictions: Tales of Mankind’s Post-Apocalyptic, Dystopian and Disastrous Destiny",Stephen King,Horror,English,3.55,166,2016-09-21,304.0,79.0,570.0,69.00205338809035
https://www.goodreads.com/book/show/2137079.Le_Singe_suivi_de_Le_chenal,"Le Singe, suivi de Le chenal",Stephen King,Fiction,,3.05,193,2001-04-25,95.0,5.0,116.0,53.59342915811088
https://www.goodreads.com/book/show/1810198.The_Shining_Salem_s_Lot_Danse_Macabre,The Shining / 'Salem's Lot / Danse Macabre,Stephen King,Horror,,4.45,132,1989-11-01,299.0,2.0,164.0,42.11362080766598
https://www.goodreads.com/book/show/62791805-fairy-tale-hardcover-by-stephen-king-lord-of-the-flies-by-william-gol,"Fairy Tale [Hardcover] By Stephen King, Lord of the Flies By William Golding 2 Books Collection Set",Stephen King,Fantasy,English,4.16,141,2022-01-01,299.0,14.0,142.0,74.28062970568104
https://www.goodreads.com/book/show/15744939-the-night-of-the-tiger,The Night of the Tiger,Stephen King,Horror,,3.35,173,1978-08-01,299.0,5.0,305.0,30.86105407255305
https://www.goodreads.com/book/show/1802434._a_2,Ça - 2,Stephen King,Horror,,4.34,131,1986-09-15,512.0,7.0,92.0,38.98425735797399
https://www.goodreads.com/book/show/25656474-un-saco-de-huesos-parte-i,"Un saco de huesos, parte I",Stephen King,,,3.79,150,1998-09-22,384.0,4.0,131.0,51.00342231348392
https://www.goodreads.com/book/show/52032328-de-groene-mijl,De groene mijl,Stephen King,Thriller,Dutch; Flemish,4.41,126,1996-01-01,394.0,11.0,101.0,48.27926078028747
https://www.goodreads.com/book/show/57345880-willie-the-weirdo,Willie the Weirdo,Stephen King,Horror,,3.88,143,2022-06-01,17.0,2.0,166.0,74.69404517453799
https://www.goodreads.com/book/show/42153386-buick-8-volume-1,"Buick 8, Volume 1",Stephen King,,,3.32,164,2004-01-01,200.0,11.0,168.0,56.27926078028747
https://www.goodreads.com/book/show/17163507-nesanica-1-dio,Nesanica 1. dio,Stephen King,Horror,Croatian,3.88,139,1994-09-15,227.0,4.0,64.0,46.98425735797399
https://www.goodreads.com/book/show/1389861.Carrie_Christine_The_Shining,Carrie / Christine / The Shining,Stephen King,Horror,French,4.51,118,2000-10-19,299.0,0.0,125.0,53.07871321013005
https://www.goodreads.com/book/show/52219156-czarna-bezgwiezdna-noc,Czarna bezgwiezdna noc,Stephen King,,,3.88,136,2016-01-01,488.0,10.0,80.0,68.27926078028747
https://www.goodreads.com/book/show/354106.Les_Tommyknockers_2,Les Tommyknockers 2,Stephen King,Horror,French,3.91,133,1987-11-10,314.0,3.0,118.0,40.1368925393566
https://www.goodreads.com/book/show/58653164-the-music-room,The Music Room,Stephen King,Horror,English,3.55,145,2016-11-16,299.0,0.0,70.0,69.15537303216975
https://www.goodreads.com/book/show/34925241-the-new-york-times-at-special-bargain-rates,The New York Times at Special Bargain Rates,Stephen King,Short Stories,,3.58,144,2008-11-01,20.0,0.0,98.0,61.11430527036276
https://www.goodreads.com/book/show/2457773.Carrie_Christine,Carrie / Christine,Stephen King,Fiction,,4.26,120,2002-08-01,299.0,2.0,130.0,54.861054072553046
https://www.goodreads.com/book/show/54220597-lsnienie,Lsnienie,Stephen King,Horror,,3.84,133,2011-01-01,299.0,17.0,88.0,63.279945242984255
https://www.goodreads.com/book/show/12400474,და ბუა მოვიდა,Stephen King,Short Stories,Georgian,3.75,134,2011-01-01,160.0,0.0,89.0,63.279945242984255
https://www.goodreads.com/book/show/11609365-tri-tarot-karte,Tri tarot karte,Stephen King,Fantasy,Serbian,4.32,116,2004-01-01,299.0,5.0,28.0,56.27926078028747
https://www.goodreads.com/book/show/155592.Verano_de_corrupci_n,Verano de corrupción,Stephen King,,,4.18,120,1995-02-01,354.0,9.0,135.0,47.36481861738535
https://www.goodreads.com/book/show/28215018,Мъглата,Stephen King,Horror,Bulgarian,4.07,121,1985-06-21,272.0,2.0,65.0,37.74948665297741
https://www.goodreads.com/book/show/49730272-ayana,Ayana,Stephen King,Short Stories,,3.45,146,2007-01-01,17.0,0.0,87.0,59.279945242984255
https://www.goodreads.com/book/show/40505081-las-tierras-bald-as,Las tierras baldías,Stephen King,,Spanish; Castilian,4.33,112,2008-01-01,299.0,7.0,54.0,60.27926078028747
https://www.goodreads.com/book/show/30750512-2,Страшни сънища за продан 2,Stephen King,Horror,Bulgarian,4.0,121,2015-11-02,336.0,0.0,85.0,68.11498973305955
https://www.goodreads.com/book/show/26087505-el-cazador-de-sue-os-parte-2,El cazador de sueños Parte 2,Stephen King,Horror,Spanish; Castilian,3.56,134,2015-01-01,384.0,2.0,134.0,67.27994524298425
https://www.goodreads.com/book/show/21845372-the-glass-floor,The Glass Floor,Stephen King,Horror,English,3.42,139,1967-01-01,7.0,4.0,376.0,19.279945242984255
https://www.goodreads.com/book/show/53307751-fin-de-guardia,Fin De Guardia,Stephen King,,,3.93,121,2017-01-01,299.0,4.0,71.0,69.28131416837782
https://www.goodreads.com/book/show/1019813.The_Jaunt_Beachworld,"The Jaunt, & Beachworld",Stephen King,Horror,English,3.93,121,1985-06-01,1.0,2.0,180.0,37.69472963723477
https://www.goodreads.com/book/show/1810175.Brume_,Brume : La Faucheuse,Stephen King,Horror,French,3.7,128,1985-01-01,409.0,7.0,191.0,37.281314168377826
https://www.goodreads.com/book/show/53172493-the-waste-lands,The Waste Lands,Stephen King,,English,4.31,108,1993-01-01,592.0,6.0,47.0,45.281314168377826
https://www.goodreads.com/book/show/123255403-conte-de-f-es,Conte de fées,Stephen King,,,3.97,116,2023-04-12,708.0,22.0,79.0,75.5564681724846
https://www.goodreads.com/book/show/22023589,Η μέθοδος αναπνοων,Stephen King,Fiction,"Greek, Modern (1453-)",3.53,129,1999-01-01,184.0,0.0,51.0,51.279945242984255
https://www.goodreads.com/book/show/17189311-razernij-de-marathon,Razernij / De marathon,Stephen King,Horror,Dutch; Flemish,3.73,122,1991-01-01,403.0,3.0,110.0,43.279945242984255
https://www.goodreads.com/book/show/49623841-the-doctor-s-case,The Doctor’s Case,Stephen King,Short Stories,English,3.63,123,1987-01-01,5.0,0.0,94.0,39.279945242984255
https://www.goodreads.com/book/show/10783474,Маймуната,Stephen King,Horror,Bulgarian,3.88,114,1993-01-01,350.0,0.0,63.0,45.281314168377826
https://www.goodreads.com/book/show/52226075-the-drawing-of-the-three,The Drawing of the Three,Stephen King,Fantasy,English,4.42,99,2019-10-22,1.0,4.0,50.0,72.0848733744011
https://www.goodreads.com/book/show/53902769-le-molosse-surgi-du-soleil,Le Molosse surgi du soleil,Stephen King,,French,3.08,142,2020-06-03,330.0,11.0,88.0,72.70088980150582
https://www.goodreads.com/book/show/22712842-1,Подпалвачката. Част 1,Stephen King,Horror,Bulgarian,4.28,101,1980-09-29,304.0,4.0,68.0,33.02395619438741
https://www.goodreads.com/book/show/62814222-n,N.,Stephen King,,French,3.73,115,2022-09-28,144.0,4.0,62.0,75.0198494182067
https://www.goodreads.com/book/show/17163510-nesanica-2-dio,Nesanica 2. dio,Stephen King,Horror,Croatian,4.01,105,1994-09-15,348.0,3.0,86.0,46.98425735797399
https://www.goodreads.com/book/show/53409725-home-delivery,Home delivery,Stephen King,Horror,English,3.33,126,1989-01-01,299.0,0.0,83.0,41.281314168377826
https://www.goodreads.com/book/show/134793439-afterlife,Afterlife,Stephen King,Short Stories,English,3.54,117,2013-06-11,18.0,0.0,28.0,65.72210814510609
https://www.goodreads.com/book/show/25691660-un-saco-de-huesos-parte-ii,"Un saco de huesos, parte II",Stephen King,,Spanish; Castilian,3.94,104,1998-09-22,326.0,3.0,55.0,51.00342231348392
https://www.goodreads.com/book/show/42107008-the-turbulence-expert,The Turbulence Expert,Stephen King,Short Stories,English,3.54,122,2018-09-01,1.0,3.0,195.0,70.94592744695414
https://www.goodreads.com/book/show/55135424-stephen-king-collection-2-books-set,Stephen King Collection 2 Books Set,Stephen King,,English,4.25,91,2020-01-01,299.0,14.0,159.0,72.27926078028747
https://www.goodreads.com/book/show/9871034-stephen-king-presents-the-monkey,"Stephen King Presents ""The Monkey""",Stephen King,Horror,English,3.54,109,2005-07-30,328.0,3.0,224.0,57.856262833675565
https://www.goodreads.com/book/show/59916214-piina,Piina,Stephen King,Horror,,4.0,95,1987-01-01,390.0,6.0,32.0,39.279945242984255
https://www.goodreads.com/book/show/1811226.Les_Tommyknockers_3,Les Tommyknockers 3,Stephen King,Horror,French,3.88,96,1987-11-10,320.0,2.0,51.0,40.1368925393566
https://www.goodreads.com/book/show/57985226-it-came-from-the-garage,It Came from the Garage!: An Anthology of Automotive Horror,Stephen King,,English,3.92,93,2021-05-07,391.0,69.0,101.0,73.62628336755647
https://www.goodreads.com/book/show/11934845-hodina-d-su,Hodina děsu,Stephen King,Horror,Czech,4.0,91,1992-01-01,126.0,2.0,46.0,44.27926078028747
https://www.goodreads.com/book/show/8470110-raft-and-the-reaper-s-image,"Raft, and, The Reaper's Image",Stephen King,Horror,English,3.39,104,1985-11-01,299.0,0.0,168.0,38.11362080766598
https://www.goodreads.com/book/show/128841455-the-dark-tower-1,The Dark Tower #1,Stephen King,,English,3.36,105,2007-01-01,299.0,15.0,137.0,59.279945242984255
https://www.goodreads.com/book/show/29768653,Способный ученик,Stephen King,Fiction,Russian,4.03,87,1982-01-01,3.0,0.0,35.0,34.280629705681044
https://www.goodreads.com/book/show/202678240-the-man-in-the-black-suit,The Man in the Black Suit,Stephen King,Horror,English,3.6,97,1994-10-31,25.0,2.0,35.0,47.110198494182065
https://www.goodreads.com/book/show/144695851-rare-elevation-by-stephen-king---1st-1st-hcdj---2018---fine,Rare ELEVATION by Stephen King - 1st/1st HCDJ - 2018 - FINE,Stephen King,,English,3.77,92,2018-01-01,299.0,6.0,49.0,70.28062970568104
https://www.goodreads.com/book/show/22712604-1,Кристин. Част 1,Stephen King,Horror,Bulgarian,4.26,81,1983-04-29,336.0,0.0,36.0,35.60301163586585
https://www.goodreads.com/book/show/15830574-the-things-they-left-behind-the-ransome-women,The Things They Left Behind / The Ransome Women,Stephen King,Fantasy,English,3.79,90,2005-01-01,304.0,0.0,221.0,57.281314168377826
https://www.goodreads.com/book/show/22364167-dvikova-pirma-knyga,"Dvikova, pirma knyga",Stephen King,Horror,Lithuanian,4.2,81,1997-01-01,479.0,2.0,64.0,49.281314168377826
https://www.goodreads.com/book/show/54630326-sneakers,Sneakers,Stephen King,Horror,,3.29,103,1989-08-10,299.0,0.0,54.0,41.88637919233402
https://www.goodreads.com/book/show/25902379-la-historia-de-lisey-parte-i,La historia de Lisey Parte I,Stephen King,Horror,Spanish; Castilian,3.64,92,2006-01-01,312.0,8.0,142.0,58.28062970568104
https://www.goodreads.com/book/show/6909975-riding-the-bullet,Riding the Bullet: The Deluxe Special Edition Double,Stephen King,Horror,English,3.77,86,2010-10-01,400.0,0.0,108.0,63.0280629705681
https://www.goodreads.com/book/show/8356478,Η μπαλάντα της ελαστικής σφαίρας,Stephen King,,"Greek, Modern (1453-)",3.65,88,1990-01-01,163.0,0.0,74.0,42.28062970568104
https://www.goodreads.com/book/show/10717675-y-n-net,Yön äänet,Stephen King,Horror,Finnish,3.64,88,1989-01-01,285.0,3.0,52.0,41.281314168377826
https://www.goodreads.com/book/show/75616963-rattlesnakes,Rattlesnakes,Stephen King,Horror,,4.21,76,2023-01-01,4.0,0.0,40.0,75.27994524298425
https://www.goodreads.com/book/show/43260086-tutto-e-fatidico,Tutto e fatidico,Stephen King,Horror,Italian,3.8,84,2013-09-26,299.0,9.0,81.0,66.01505817932923
https://www.goodreads.com/book/show/25563674,Дорожные работы. Долгая прогулка,Stephen King,,Russian,4.01,79,2013-01-01,608.0,2.0,56.0,65.28131416837782
https://www.goodreads.com/book/show/26240988-stephen-king-box-set,"Stephen King Box Set: Mr. Mercedes, Everything's Eventual, Lisey's Story",Stephen King,,English,4.4,72,2015-11-03,1440.0,5.0,355.0,68.11772758384669
https://www.goodreads.com/book/show/40489594-the-reploids,The Reploids,Stephen King,Horror,English,3.04,104,1989-01-01,299.0,2.0,115.0,41.281314168377826
https://www.goodreads.com/book/show/79237028-sleeping-beauties-graphic-novel,Sleeping Beauties. Graphic novel,Stephen King,Graphic Novels,Italian,3.32,95,2023-01-17,252.0,4.0,52.0,75.32375085557837
https://www.goodreads.com/book/show/10336757-people-places-and-things,"People, Places, and Things",Stephen King,Horror,English,3.22,96,1960-01-01,18.0,0.0,332.0,12.279260780287474
https://www.goodreads.com/book/show/30756395-an-evening-at-gods,An Evening at GODs,Stephen King,,English,3.26,90,2016-06-25,6.0,0.0,4.0,68.76112251882273
https://www.goodreads.com/book/show/12398862-de-satanskinderen-en-andere-verhalen,De Satanskinderen en andere verhalen,Stephen King,Horror,Dutch; Flemish,3.65,80,1985-01-01,248.0,4.0,88.0,37.281314168377826
https://www.goodreads.com/book/show/15014723-the-stranger,The Stranger,Stephen King,Horror,English,3.17,89,1960-01-01,299.0,3.0,236.0,12.279260780287474
https://www.goodreads.com/book/show/19485394-d-me,Dôme,Stephen King,,French,4.13,68,2009-11-10,640.0,6.0,79.0,62.13826146475017
https://www.goodreads.com/book/show/56225322-stephen-king-in-his-own-words,Stephen King In His Own Words,Stephen King,Audiobook,English,4.1,68,2013-02-14,299.0,2.0,42.0,65.40177960301163
https://www.goodreads.com/book/show/7632207-dolan-v-cadillac,Dolanův cadillac : Noční můry a snové výjevy,Stephen King,Horror,Czech,3.48,80,1993-01-01,318.0,0.0,34.0,45.281314168377826
https://www.goodreads.com/book/show/15014920-squad-d,Squad D,Stephen King,Horror,English,3.6,77,2018-01-01,12.0,3.0,459.0,70.28062970568104
https://www.goodreads.com/book/show/55263752-dedication,Dedication,Stephen King,Horror,English,2.74,100,1988-06-01,46.0,2.0,49.0,40.695414099931554
https://www.goodreads.com/book/show/256687.Stephen_King_Live_,Stephen King Live!,Stephen King,,English,3.94,69,1999-06-17,299.0,3.0,580.0,51.73716632443532
https://www.goodreads.com/book/show/26003904-duma-key-parte-ii,Duma Key Parte II,Stephen King,,Spanish; Castilian,4.14,64,2008-09-22,392.0,0.0,203.0,61.00479123887748
https://www.goodreads.com/book/show/32939600-a-magas-f-ben-teljes-g-zzal,A magas fűben / Teljes gázzal,Stephen King,,Hungarian,3.98,66,2016-10-01,128.0,0.0,36.0,69.02943189596166
https://www.goodreads.com/book/show/17163530-liseyna-pri-a-2-dio,"Liseyna priča, 2. dio",Stephen King,Horror,Croatian,3.85,68,2008-01-01,256.0,0.0,73.0,60.27926078028747
https://www.goodreads.com/book/show/18148395,Татик,Stephen King,Horror,Bulgarian,3.87,67,1994-01-01,219.0,0.0,44.0,46.28062970568104
https://www.goodreads.com/book/show/11591.Lobos_del_Calla_1,Lobos del Calla 1,Stephen King,,Spanish; Castilian,4.23,61,2004-12-01,552.0,5.0,21.0,57.19644079397673
https://www.goodreads.com/book/show/168314489-un-tour-sur-le-bolide,Un tour sur le Bolide,Stephen King,,French,3.61,70,2023-09-27,160.0,0.0,28.0,76.0164271047228
https://www.goodreads.com/book/show/2718727-omnibus-2,Omnibus 2: The Eyes of the Dragon / Firestarter,Stephen King,Horror,English,4.2,60,2000-01-01,936.0,2.0,211.0,52.27926078028747
https://www.goodreads.com/book/show/14739241-the-thing-at-the-bottom-of-the-well,The Thing at the Bottom of the Well,Stephen King,Horror,,3.54,71,1960-01-01,299.0,0.0,251.0,12.279260780287474
https://www.goodreads.com/book/show/53903576-saco-de-ossos,Saco de ossos,Stephen King,,Portuguese,3.91,64,2012-08-30,697.0,6.0,35.0,64.94182067077344
https://www.goodreads.com/book/show/52726608-schwarz-der-dunkle-turm-band-1,"Schwarz Der Dunkle Turm, Band 1",Stephen King,,German,3.85,65,2003-01-01,352.0,2.0,36.0,55.279945242984255
https://www.goodreads.com/book/show/22364177-dvikova-antra-knyga,"Dvikova, antra knyga",Stephen King,Horror,Lithuanian,4.15,60,1997-01-01,479.0,0.0,42.0,49.281314168377826
https://www.goodreads.com/book/show/49015398-stephen-king-collection-4-books-set,Stephen King Collection 4 Books Set,Stephen King,,English,4.33,57,2019-01-01,299.0,11.0,144.0,71.27994524298425
https://www.goodreads.com/book/show/63326772-willie-lo-strambo-e-altre-storie-macabre,Willie lo strambo e altre storie. Macabre,Stephen King,Horror,Italian,3.19,77,2022-11-15,241.0,8.0,51.0,75.15126625598904
https://www.goodreads.com/book/show/25957722-duma-key-parte-i,"Duma Key, parte I",Stephen King,Horror,Spanish; Castilian,4.02,61,2008-09-22,352.0,2.0,91.0,61.00479123887748
https://www.goodreads.com/book/show/22712855-2,Подпалвачката. Част 2,Stephen King,,Bulgarian,4.45,55,1980-09-29,288.0,2.0,34.0,33.02395619438741
https://www.goodreads.com/book/show/22712608-2,Кристин. Част 2,Stephen King,Horror,Bulgarian,4.28,57,1983-04-29,288.0,0.0,37.0,35.60301163586585
https://www.goodreads.com/book/show/157363994-colorado-kid,Colorado Kid,Stephen King,,Spanish; Castilian,2.93,90,2006-03-04,299.0,4.0,29.0,58.450376454483234
https://www.goodreads.com/book/show/210157909-la-sangre-manda,La sangre manda,Stephen King,,Spanish; Castilian,3.87,68,2024-04-09,464.0,23.0,32.0,76.55030800821355
https://www.goodreads.com/book/show/86496091-under-the-dome---a-novel,Under The Dome - A Novel,Stephen King,Horror,English,3.97,63,2010-03-30,299.0,4.0,95.0,62.521560574948666
https://www.goodreads.com/book/show/58754020-el-pistolero,El pistolero,Stephen King,,Spanish; Castilian,3.89,64,2021-07-29,267.0,24.0,14.0,73.85352498288843
https://www.goodreads.com/book/show/11878499-the-collective,The Collective,Stephen King,Horror,,3.58,67,2000-06-01,238.0,7.0,428.0,52.695414099931554
https://www.goodreads.com/book/show/43693751-verlichting,Verlichting,Stephen King,,Dutch; Flemish,3.41,70,2019-03-12,102.0,0.0,22.0,71.4715947980835
https://www.goodreads.com/book/show/18809399,Темная половина,Stephen King,Fiction,Russian,3.85,62,1993-01-01,429.0,2.0,38.0,45.281314168377826
https://www.goodreads.com/book/show/27797923-i,უნაყოფო მიწები I,Stephen King,,Georgian,3.98,60,2001-01-01,330.0,0.0,70.0,53.281314168377826
https://www.goodreads.com/book/show/49906208-la-part-des-t-n-bres,La Part des ténèbres,Stephen King,,French,3.98,60,1990-01-01,541.0,4.0,43.0,42.28062970568104
https://www.goodreads.com/book/show/23110849-i-am-the-doorway-one-for-the-road,I Am the Doorway & One for the Road,Stephen King,Horror,English,3.98,60,1977-01-01,299.0,0.0,128.0,29.281314168377826
https://www.goodreads.com/book/show/59655300-mroczna-wie-a-1-roland,Mroczna Wieża 1 Roland,Stephen King,Fantasy,Polish,3.62,66,2021-01-01,320.0,7.0,17.0,73.28131416837782
https://www.goodreads.com/book/show/18335424,النافذة السرية,Stephen King,,Arabic,3.43,69,2012-01-01,174.0,0.0,153.0,64.27926078028747
https://www.goodreads.com/book/show/53574887-die-leiche,Die Leiche: Novelle,Stephen King,,German,3.93,60,2020-05-11,257.0,6.0,29.0,72.63791923340177
https://www.goodreads.com/book/show/22750804-the-wavedancer-benefit,The Wavedancer Benefit: A Tribute to Frank Muller,Stephen King,Audiobook,English,4.2,56,2002-08-16,299.0,0.0,153.0,54.902121834360024
https://www.goodreads.com/book/show/58033425-l-occhio-del-male,L'Occhio Del Male,Stephen King,,Italian,3.73,63,1984-01-01,280.0,3.0,33.0,36.27926078028747
https://www.goodreads.com/book/show/41454205,Бегущий человек. Худеющий,Stephen King,,Russian,4.0,58,2010-01-01,412.0,2.0,27.0,62.28062970568104
https://www.goodreads.com/book/show/60700800-the-ten-o-clock-people,The Ten O’Clock People,Stephen King,Horror,,3.58,64,1993-01-01,57.0,2.0,28.0,45.281314168377826
https://www.goodreads.com/book/show/3963343-der-dunkle-turm-die-beiden-romane-schwarz-drei-in-einem-band,Der dunkle Turm. Die beiden Romane 'Schwarz' & 'Drei' in einem Band,Stephen King,Fantasy,German,3.96,57,1997-09-01,634.0,2.0,73.0,49.946611909650926
https://www.goodreads.com/book/show/12962970-vlucht-naar-de-top-de-marathon,Vlucht naar de top & De marathon,Stephen King,,Dutch; Flemish,3.69,61,1982-01-01,921.0,0.0,0.0,34.280629705681044
https://www.goodreads.com/book/show/16301001-tukikohta-1,Tukikohta 1,Stephen King,Horror,Finnish,4.05,55,1990-01-01,670.0,4.0,35.0,42.28062970568104
https://www.goodreads.com/book/show/2137078.Stephen_King_Nouvelles,Stephen King - Nouvelles,Stephen King,Thriller,Multiple languages,3.76,59,1990-01-01,202.0,2.0,83.0,42.28062970568104
https://www.goodreads.com/book/show/58736934-mr-mercedes,Mr. Mercedes,Stephen King,,Bengali,3.95,56,2014-06-09,376.0,0.0,28.0,66.71594798083504
https://www.goodreads.com/book/show/13261972-tolimosios-dykros,Tolimosios Dykros,Stephen King,,Lithuanian,3.96,55,2001-01-01,280.0,0.0,79.0,53.281314168377826
https://www.goodreads.com/book/show/24838258,Призрак,Stephen King,Horror,Bulgarian,4.13,52,1994-01-01,288.0,0.0,44.0,46.28062970568104
https://www.goodreads.com/book/show/49023831-kud-o,Kudžo,Stephen King,,Serbian,3.75,56,2019-10-01,336.0,4.0,37.0,72.02737850787132
https://www.goodreads.com/book/show/60795190-el-bazar-de-los-malos-sue-os,El bazar de los malos sueños,Stephen King,,Spanish; Castilian,3.6,58,2022-01-01,608.0,18.0,50.0,74.28062970568104
https://www.goodreads.com/book/show/5960341-la-ballade-de-la-balle-lastique-suivi-de-l-homme-qui-refusait-de-serre,"La Ballade de la balle élastique, suivi de L'homme qui refusait de serrer la main",Stephen King,Fiction,French,3.56,57,1995-09-01,100.0,0.0,66.0,47.945242984257355
https://www.goodreads.com/book/show/5023613,"Тот, кто хочет выжить",Stephen King,,Russian,4.02,50,2005-01-01,256.0,0.0,0.0,57.281314168377826
https://www.goodreads.com/book/show/12120006-suzanina-pesma,Suzanina pesma,Stephen King,Fantasy,Serbian,3.86,69,2007-01-01,401.0,0.0,23.0,59.279945242984255
https://www.goodreads.com/book/show/5023613,"Тот, кто хочет выжить",Stephen King,,Russian,4.02,50,2005-01-01,256.0,0.0,0.0,57.281314168377826
https://www.goodreads.com/book/show/18653608-in-a-half-world-of-terror,In a Half-World of Terror,Stephen King,Horror,English,2.87,70,1965-01-01,18.0,2.0,193.0,17.281314168377822
https://www.goodreads.com/book/show/28812958-todo-es-eventual-parte-1,Todo es eventual. Parte 1,Stephen King,,Spanish; Castilian,3.6,55,2002-03-01,304.0,9.0,51.0,54.44216290212184
https://www.goodreads.com/book/show/60124714-salem-s-lot-billy-summers,'Salem's Lot / Billy Summers,Stephen King,,English,4.56,43,2021-01-01,299.0,3.0,99.0,73.28131416837782
https://www.goodreads.com/book/show/59641186-quien-pierde-paga,Quien pierde paga,Stephen King,,Spanish; Castilian,4.45,44,2021-11-16,482.0,6.0,18.0,74.15468856947297
https://www.goodreads.com/book/show/12991104-ennen-aamunkoittoa,Ennen aamunkoittoa,Stephen King,Short Stories,Finnish,3.2,61,1985-01-01,313.0,0.0,44.0,37.281314168377826
https://www.goodreads.com/book/show/6065652-de-ontsnapping-de-leerling,De ontsnapping / De leerling,Stephen King,Horror,Dutch; Flemish,3.8,51,1982-01-01,395.0,2.0,46.0,34.280629705681044
https://www.goodreads.com/book/show/60586994-pistolarul,Pistolarul,Stephen King,Fiction,,3.73,52,2017-01-01,236.0,3.0,21.0,69.28131416837782
https://www.goodreads.com/book/show/6634055-p-t-tvrtina,Pátá čtvrtina : Noční můry a snové výjevy,Stephen King,Short Stories,Czech,3.69,52,1993-01-01,325.0,4.0,24.0,45.281314168377826
https://www.goodreads.com/book/show/18631864-slade,Slade,Stephen King,Short Stories,English,3.18,60,1970-06-01,31.0,0.0,184.0,22.694045174537987
https://www.goodreads.com/book/show/43599330--,الشيء - القسم الأول,Stephen King,Horror,Arabic,4.27,44,2018-01-01,616.0,4.0,114.0,70.28062970568104
https://www.goodreads.com/book/show/8356460,Η αφιέρωση,Stephen King,Fiction,"Greek, Modern (1453-)",3.12,60,1994-01-01,216.0,0.0,52.0,46.28062970568104
https://www.goodreads.com/book/show/51077601-d-me---tome-2,Dôme - tome 2,Stephen King,,French,4.11,45,2011-03-02,551.0,5.0,27.0,63.44421629021218
https://www.goodreads.com/book/show/97622491,Мизери,Stephen King,,Russian,4.4,42,1987-01-01,404.0,0.0,5.0,39.279945242984255
https://www.goodreads.com/book/show/18339489-het-lijk-de-ademhalingsmethode,Het lijk / De ademhalingsmethode,Stephen King,Horror,Dutch; Flemish,3.52,52,1991-01-01,301.0,0.0,65.0,43.279945242984255
https://www.goodreads.com/book/show/161685594-the-gun-slinger-the-dark-tower-part-i,The Gun Slinger The Dark Tower Part I,Stephen King,,English,3.39,54,1982-01-01,299.0,9.0,65.0,34.280629705681044
https://www.goodreads.com/book/show/18396374-r-yalar-ve-karabasanlar-ii,Rüyalar ve Karabasanlar II,Stephen King,,Turkish,3.85,47,2010-02-01,256.0,0.0,35.0,62.365503080082135
https://www.goodreads.com/book/show/49533864-la-peau-sur-les-os,La Peau sur les os,Stephen King,,,3.75,48.0,2000-07-06,299.0,5.0,40.0,52.79123887748118
https://www.goodreads.com/book/show/13437349-yksin-inen-sormi,Yksinäinen sormi,Stephen King,Horror,Finnish,3.65,49.0,1993-01-01,435.0,0.0,40.0,45.281314168377826
https://www.goodreads.com/book/show/27423203-the-hotel-at-the-end-of-the-road,The Hotel at the End of the Road,Stephen King,Horror,,2.93,60.0,1960-01-01,2.0,0.0,134.0,12.279260780287474
https://www.goodreads.com/book/show/58992515-the-fifth-quarter,The Fifth Quarter,Stephen King,Short Stories,,3.3,53.0,1972-01-01,299.0,0.0,32.0,24.279260780287473
https://www.goodreads.com/book/show/1011205.Everything_Must_Go,Everything Must Go,Stephen King,,English,4.53,38.0,1991-10-01,299.0,0.0,159.0,44.02737850787132
https://www.goodreads.com/book/show/25707356-majsens-barn,Majsens Barn,Stephen King,Horror,,3.35,51.0,2000-08-01,222.0,0.0,30.0,52.86242299794661
https://www.goodreads.com/book/show/42967696,Колдун и кристалл,Stephen King,,Russian,4.47,38.0,2015-01-01,797.0,3.0,12.0,67.27994524298425
